,title,type,date_added,Action & Adventure,Anime,International,Family,Classic,Comedy,Crime,Cult,Documentaries,Dramas,Faith & Spirituality,Horror,Independent,LGBTQ,Music,Reality,Romantic,Sci-Fi & Fantasy,Science & Nature,Sports,Mystery,Thriller,Teen,mean_price,averageRating
3309,Pac-Man and the Ghostly Adventures,TV Show,2017-06-20,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,157.2959088412198,4.6
3310,Rory Scovel Tries Stand-Up for the First Time,Movie,2017-06-20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,157.2959088412198,6.8
3311,Aquarius,TV Show,2017-06-16,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,157.2959088412198,6.9
3312,World of Winx,TV Show,2017-06-16,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,157.2959088412198,6.6
3313,Marco Luque: Tamo Junto,Movie,2017-06-15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,157.2959088412198,4.4
3314,The Russian Revolution,Movie,2017-06-15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,157.2959088412198,6.5
3315,My Little Baby,TV Show,2017-06-10,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,157.2959088412198,6.3
3316,Singles Villa,TV Show,2017-06-10,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,157.2959088412198,7.5
3317,Shimmer Lake,Movie,2017-06-09,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,157.2959088412198,6.3
3318,1898: Our Last Men in the Philippines,Movie,2017-06-02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,157.2959088412198,6.5
3319,Crashing,TV Show,2017-06-02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,157.2959088412198,7.6
3320,Flaked,TV Show,2017-06-02,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,157.2959088412198,7.2
3321,Catfight,Movie,2017-06-01,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,157.2959088412198,5.9
3322,How to Stage a Coup,Movie,2017-06-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,157.2959088412198,6.1
3323,Lens,Movie,2017-06-01,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,157.2959088412198,6.6
3324,Little Boxes,Movie,2017-06-01,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,157.2959088412198,5.9
3325,Love.com,Movie,2017-06-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,157.2959088412198,5.8
3326,Mind Game,TV Show,2017-06-01,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,157.2959088412198,7.7
3327,Miniforce,TV Show,2017-06-01,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,157.2959088412198,5.1
3328,Oh Darling Yeh Hai India,Movie,2017-06-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,157.2959088412198,4.0
3329,Prince,Movie,2017-06-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,157.2959088412198,6.9
3330,Qila,Movie,2017-06-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,157.2959088412198,4.8
3331,Smoke & Mirrors,Movie,2017-06-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,157.2959088412198,6.8
3332,The Dream Job,TV Show,2017-06-01,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,157.2959088412198,6.7
3333,Without Gorky,Movie,2017-05-31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,158.25545501708984,6.7
3334,Rangoon,Movie,2017-05-29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,158.25545501708984,5.6
3335,Bloodline,TV Show,2017-05-26,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,158.25545501708984,3.9
3336,Joshua: Teenager vs. Superpower,Movie,2017-05-26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,158.25545501708984,7.3
3337,Raees,Movie,2017-05-26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,158.25545501708984,6.7
3338,War Machine,Movie,2017-05-26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,158.25545501708984,6.0
3339,Hasan Minhaj: Homecoming King,Movie,2017-05-23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,158.25545501708984,8.2
3340,The Keepers,TV Show,2017-05-19,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,158.25545501708984,8.1
3341,Tracy Morgan: Staying Alive,Movie,2017-05-16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,158.25545501708984,6.3
3342,Chamatkar,Movie,2017-05-15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,158.25545501708984,6.5
3343,Kabhi Haan Kabhi Naa,Movie,2017-05-15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,158.25545501708984,7.6
3344,Lovesong,Movie,2017-05-15,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,158.25545501708984,6.3
3345,Natascha Kampusch: The Whole Story,Movie,2017-05-15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,158.25545501708984,5.8
3346,Ram Jaane,Movie,2017-05-15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,158.25545501708984,5.4
3347,Wild Oats,Movie,2017-05-13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,158.25545501708984,5.7
3348,All Hail King Julien: Exiled,TV Show,2017-05-12,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,158.25545501708984,7.4
3349,Mindhorn,Movie,2017-05-12,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,158.25545501708984,6.3
3350,Sahara,Movie,2017-05-12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,158.25545501708984,5.5
3351,"Norm Macdonald: Hitler's Dog, Gossip & Trickery",Movie,2017-05-09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,158.25545501708984,7.3
3352,Handsome: A Netflix Mystery Movie,Movie,2017-05-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,158.25545501708984,5.2
3353,Kazoops!,TV Show,2017-05-05,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,158.25545501708984,7.3
3354,The Mars Generation,Movie,2017-05-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,158.25545501708984,6.5
3355,Maria Bamford: Old Baby,Movie,2017-05-02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,158.25545501708984,6.2
3356,Chaahat,Movie,2017-05-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,158.25545501708984,5.5
3357,English Babu Desi Mem,Movie,2017-05-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,158.25545501708984,4.6
3358,He Even Has Your Eyes,Movie,2017-05-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,158.25545501708984,7.5
3359,In the Shadow of Iris,Movie,2017-05-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,158.25545501708984,6.1
3360,JFK: The Making of a President,Movie,2017-05-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,158.25545501708984,6.6
3361,Loev,Movie,2017-05-01,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,158.25545501708984,5.9
3362,Mostly Sunny,Movie,2017-05-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,158.25545501708984,5.4
3363,Casting JonBenet,Movie,2017-04-28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,145.61473645662008,6.1
3364,Jumping Girl,TV Show,2017-04-28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,145.61473645662008,5.1
3365,President,TV Show,2017-04-28,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,145.61473645662008,6.6
3366,Rodney King,Movie,2017-04-28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,145.61473645662008,6.2
3367,Dear Zindagi,Movie,2017-04-25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,145.61473645662008,7.4
3368,Shepherds and Butchers,Movie,2017-04-25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,145.61473645662008,6.8
3369,Vir Das: Abroad Understanding,Movie,2017-04-25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,145.61473645662008,6.9
3370,Girlboss,TV Show,2017-04-21,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,145.61473645662008,7.0
3371,Sand Castle,Movie,2017-04-21,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,145.61473645662008,6.3
3372,Tramps,Movie,2017-04-21,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,145.61473645662008,6.5
3373,Lucas Brothers: On Drugs,Movie,2017-04-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,145.61473645662008,5.8
3374,Bibi & Tina,Movie,2017-04-15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,145.61473645662008,4.8
3375,Slam,Movie,2017-04-15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,145.61473645662008,6.1
3376,The Wedding Party,Movie,2017-04-15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,145.61473645662008,5.9
3377,Arctic Heart,Movie,2017-04-14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,145.61473645662008,5.2
3378,Our Lovers,Movie,2017-04-14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,145.61473645662008,6.7
3379,Sandy Wexler,Movie,2017-04-14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,145.61473645662008,5.2
3380,Macho,Movie,2017-04-12,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,145.61473645662008,4.3
3381,The Miracle,TV Show,2017-04-10,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,145.61473645662008,5.9
3382,The Get Down,TV Show,2017-04-07,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,145.61473645662008,8.2
3383,Win It All,Movie,2017-04-07,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,145.61473645662008,6.2
3384,Louis C.K. 2017,Movie,2017-04-04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,145.61473645662008,7.6
3385,Burned Cocoon,TV Show,2017-04-01,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,145.61473645662008,4.3
3386,Couples Counseling,Movie,2017-04-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,145.61473645662008,5.6
3387,Deuces,Movie,2017-04-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,145.61473645662008,5.8
3388,Elaan,Movie,2017-04-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,145.61473645662008,6.0
3389,Five Nights in Maine,Movie,2017-04-01,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,145.61473645662008,4.9
3390,Killa,Movie,2017-04-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,145.61473645662008,7.8
3391,Life 2.0,Movie,2017-04-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,145.61473645662008,6.2
3392,Salaakhen,Movie,2017-04-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,145.61473645662008,5.8
3393,The Tenth Man,Movie,2017-04-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,145.61473645662008,5.8
3394,Toro,Movie,2017-04-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,145.61473645662008,5.9
3395,Bridget Christie: Stand Up for Her,Movie,2017-03-31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,143.15869472337806,6.7
3396,Five Came Back,TV Show,2017-03-31,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,143.15869472337806,8.2
3397,The Discovery,Movie,2017-03-31,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,143.15869472337806,6.2
3398,Jo Koy: Live from Seattle,Movie,2017-03-28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,143.15869472337806,7.3
3399,Bottersnikes & Gumbles,TV Show,2017-03-24,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,143.15869472337806,5.0
3400,The C Word,Movie,2017-03-24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,143.15869472337806,7.5
3401,The Most Hated Woman in America,Movie,2017-03-24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,143.15869472337806,6.1
3402,Best Worst Thing That Ever Could Have Happened,Movie,2017-03-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,143.15869472337806,7.6
3403,Deidra & Laney Rob a Train,Movie,2017-03-17,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,143.15869472337806,6.0
3404,Outback Truckers,TV Show,2017-03-17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,143.15869472337806,7.3
3405,Samurai Gourmet,TV Show,2017-03-17,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,143.15869472337806,8.1
3406,Howards End,Movie,2017-03-16,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,143.15869472337806,7.4
3407,Asoka,Movie,2017-03-15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,143.15869472337806,6.4
3408,One 2 Ka 4,Movie,2017-03-15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,143.15869472337806,5.5
3409,Jim Norton: Mouthful of Shame,Movie,2017-03-14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,143.15869472337806,7.0
3410,100 Meters,Movie,2017-03-10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,143.15869472337806,7.5
3411,Buddy Thunderstruck,TV Show,2017-03-10,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,143.15869472337806,7.7
3412,Burning Sands,Movie,2017-03-10,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,143.15869472337806,6.0
3413,One More Time,TV Show,2017-03-10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,143.15869472337806,4.7
3414,Amy Schumer: The Leather Special,Movie,2017-03-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,143.15869472337806,3.2
3415,Love Is in the Air,TV Show,2017-03-01,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,143.15869472337806,5.3
3416,Nila,Movie,2017-03-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,143.15869472337806,6.7
3417,Tong: Memories,TV Show,2017-03-01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,143.15869472337806,8.1
3418,Force 2,Movie,2017-02-27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,142.52526293302836,6.2
3419,Operações Especiais,Movie,2017-02-25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,142.52526293302836,6.3
3420,I Don't Feel at Home in This World Anymore,Movie,2017-02-24,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,142.52526293302836,6.9
3421,Legend Quest,TV Show,2017-02-24,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,142.52526293302836,9.4
3422,The Sound of Your Heart,TV Show,2017-02-24,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,142.52526293302836,8.0
3423,Trevor Noah: Afraid of the Dark,Movie,2017-02-21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,142.52526293302836,7.3
3424,Tini: The New Life of Violetta,Movie,2017-02-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,142.52526293302836,5.3
3425,Rocky Handsome,Movie,2017-02-17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,142.52526293302836,6.8
3426,A Heavy Heart,Movie,2017-02-15,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,142.52526293302836,7.1
3427,Spark,TV Show,2017-02-15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,142.52526293302836,7.0
3428,The Fury of a Patient Man,Movie,2017-02-15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,142.52526293302836,6.7
3429,The Memory of Water,Movie,2017-02-15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,142.52526293302836,6.1
3430,Girlfriend's Day,Movie,2017-02-14,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,142.52526293302836,5.2
3431,Katherine Ryan: In Trouble,Movie,2017-02-14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,142.52526293302836,7.0
3432,White Nights,TV Show,2017-02-14,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,142.52526293302836,6.5
3433,Cyborg 009: Call of Justice,TV Show,2017-02-10,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,142.52526293302836,5.9
3434,David Brent: Life on the Road,Movie,2017-02-10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,142.52526293302836,6.3
3435,Imperial Dreams,Movie,2017-02-03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,142.52526293302836,6.7
3436,Dilwale,Movie,2017-02-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,142.52526293302836,5.1
3437,Happy New Year,Movie,2017-02-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,142.52526293302836,5.0
3438,Heroes Wanted,Movie,2017-02-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,142.52526293302836,4.6
3439,The Reconquest,Movie,2017-02-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,142.52526293302836,6.5
3440,Zapped,Movie,2017-02-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,142.52526293302836,5.0
3441,Semana Santa,Movie,2017-01-31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,134.93000030517578,6.0
3442,Journey to Greenland,Movie,2017-01-29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,134.93000030517578,6.3
3443,Cristela Alonzo: Lower Classy,Movie,2017-01-24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,134.93000030517578,6.7
3444,Pink,Movie,2017-01-20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,134.93000030517578,8.1
3445,Take the 10,Movie,2017-01-20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,134.93000030517578,4.8
3446,Neal Brennan: 3 Mics,Movie,2017-01-17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,134.93000030517578,7.9
3447,Berlin Calling,Movie,2017-01-15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,134.93000030517578,7.2
3448,Stereo,Movie,2017-01-15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,134.93000030517578,6.5
3449,We Are Young. We Are Strong.,Movie,2017-01-15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,134.93000030517578,7.0
3450,Casablancas: The Man Who Loved Women,Movie,2017-01-13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,134.93000030517578,6.2
3451,Clinical,Movie,2017-01-13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,134.93000030517578,5.1
3452,Very Big Shot,Movie,2017-01-12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,134.93000030517578,6.9
3453,Jim Gaffigan: Cinco,Movie,2017-01-10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,134.93000030517578,7.1
3454,Under the Shadow,Movie,2017-01-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,134.93000030517578,6.8
3455,Coin Heist,Movie,2017-01-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,134.93000030517578,4.8
3456,Rampage: President Down,Movie,2017-01-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,134.93000030517578,4.7
3457,Autohead,Movie,2017-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,134.93000030517578,5.9
3458,Headwinds,Movie,2017-01-01,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,134.93000030517578,6.4
3459,Star Trek: Deep Space Nine,TV Show,2017-01-01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,134.93000030517578,8.1
3460,Udta Punjab,Movie,2017-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,134.93000030517578,7.7
3461,My Runway,TV Show,2016-12-30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,123.98142860049292,6.3
3462,Chasing Cameron,TV Show,2016-12-27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,123.98142860049292,3.7
3463,7:19,Movie,2016-12-23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,123.98142860049292,5.8
3464,Sense8,TV Show,2016-12-23,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,123.98142860049292,8.2
3465,Barry,Movie,2016-12-16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,123.98142860049292,6.0
3466,Crazyhead,TV Show,2016-12-16,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,123.98142860049292,7.2
3467,Sister Cities,Movie,2016-12-16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,123.98142860049292,6.6
3468,Eddie - Strongman,Movie,2016-12-15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,123.98142860049292,7.4
3469,Sand Storm,Movie,2016-12-15,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,123.98142860049292,6.8
3470,Tokyo Trial,TV Show,2016-12-13,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,123.98142860049292,7.3
3471,Asperger's Are Us,Movie,2016-12-11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,123.98142860049292,6.6
3472,Captive,TV Show,2016-12-09,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,123.98142860049292,4.9
3473,Mariah Carey's Merriest Christmas,Movie,2016-12-09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,123.98142860049292,5.1
3474,Spectral,Movie,2016-12-09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,123.98142860049292,6.3
3475,White Rabbit Project,TV Show,2016-12-09,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,123.98142860049292,6.9
3476,Other People,Movie,2016-12-08,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,123.98142860049292,6.8
3477,The Cuba Libre Story,TV Show,2016-12-08,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,123.98142860049292,7.6
3478,Blue Jay,Movie,2016-12-06,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,123.98142860049292,7.3
